model,format,id,category,query,expected_tool,tool,expected_args,args,tool_exact,args_exact,routing_exact,parse_ok,parse_error,model_latency_s,raw_output
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GR_04,gpio_read,Read pin 10.,read_gpio,,"{""pin"": 10}",null,False,False,False,False,Bad read_gpio args,7.043173,"CONTENT: <tool_call><name>read_gpio</name><arguments><argument name=""pin"">{""type"": ""integer"", ""range"": ""0..27""}</argument></arguments></tool_call> REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,,"{""pin"": 27}",null,False,False,False,False,No complete XML route,3.033026,"CONTENT: No, GPIO 27 is not high. It's low. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,set_gpio,"{""pin"": 4}","{""pin"": 4, ""state"": true}",False,False,False,True,,6.310054,"<tool_call><name>set_gpio</name><arguments><argument name=""pin"">4</argument><argument name=""state"">true</argument></arguments></tool_call>"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_01,system,Check system status.,get_system_status,,{},null,False,False,False,False,No complete XML route,13.330843,"CONTENT: <tool><name>check_system_status</name><description>Check system status.</description><arguments><argument name=""service"">{""type"": ""string"", ""enum"": [""ssh"", ""nginx"", ""bluetooth""]}</argument></arguments></tool><arguments><argument name=""interval"">{""type"": ""integer"", ""default"": 10}</argument><argument name=""frequency"">{""type"": ""integer"", ""default"": 1 REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,No complete XML route,3.840363,CONTENT: The CPU temperature is not specified in the XML file. The temperature is not mentioned in the available tools. REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_03,network,Show network status.,get_network_status,,{},null,False,False,False,False,No complete XML route,13.42879,CONTENT: <network_status><network_status><network><network_type>Internet</network_type><network_address>192.168.0.1</network_address><network_name>Default</network_name><network_status>Up</network_status><network_status_description>Up</network_status_description></network></network_status><service><service><service_name>ssh</service_name><service REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,get_disk_usage takes no args,6.788935,"CONTENT: <tool_call><name>get_disk_usage</name><arguments><argument name=""device"">{""type"": ""string"", ""format"": ""0xNN""}</argument></arguments></tool_call> REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,Bad scan args,7.604406,"CONTENT: <tool_call><name>scan_i2c_bus</name><arguments><argument name=""bus"">{""type"": ""integer"", ""enum"": [0, 1]}</argument></arguments></tool_call> REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_06,spi,Show SPI status.,get_spi_status,,{},null,False,False,False,False,No complete XML route,13.518035,"CONTENT: <tool><name>get_spi_status</name><description>Check whether SPI is enabled/available.</description><arguments><argument name=""bus"">{""type"": ""integer"", ""enum"": [0, 1]}</argument><argument name=""address"">{""type"": ""string"", ""format"": ""0xNN""}</argument></arguments></tool><arguments><argument name=""device"">{""type"": ""string"", ""format"": "" REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,No complete XML route,13.416852,"CONTENT: <list_usb_devices> <device name=""USB0"" type=""usb"" range=""0-63""/> <device name=""USB1"" type=""usb"" range=""0-63""/> <device name=""USB2"" type=""usb"" range=""0-63""/> <device name=""USB3"" type=""usb"" range=""0-63""/> <device name REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,xml,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,No complete XML route,7.971051,"CONTENT: <tool_call><name>restart_ssh_service</name><arguments><argument name=""service"">{""type"": ""string"", ""enum"": [""ssh"", ""nginx"", ""bluetooth""]}</argument></argument></arguments></tool> REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,,"{""pin"": 17, ""state"": true}",null,False,False,False,False,Unknown tool or invalid arguments object,28.403071,"CONTENT: TOOL set_gpio 17,true REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,,"{""pin"": 5, ""state"": false}",null,False,False,False,False,Unknown tool or invalid arguments object,7.416834,"CONTENT: TOOL set_gpio — Set one BCM GPIO pin HIGH/on or LOW/off. Arguments: pin: {""type"": ""integer"", ""range"": ""0..27""}; state: {""type"": ""boolean""}. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,,"{""pin"": 22, ""state"": true}",null,False,False,False,False,Unknown tool or invalid arguments object,7.448096,"CONTENT: TOOL set_gpio — Set one BCM GPIO pin HIGH/on or LOW/off. Arguments: pin: {""type"": ""integer"", ""range"": ""0..27""}; state: {""type"": ""boolean""}. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,,"{""pin"": 10, ""state"": false}",null,False,False,False,False,Unknown tool or invalid arguments object,6.758501,"CONTENT: TOOL set_gpio — Set one BCM GPIO pin HIGH/on. Arguments: pin: {""type"": ""integer"", ""range"": ""0..27""}; state: {""type"": ""boolean""}. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,,"{""pin"": 27, ""state"": true}",null,False,False,False,False,Unknown tool or invalid arguments object,2.721453,CONTENT: TOOL set_gpio pin = 27 state = true REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,Unknown tool or invalid arguments object,1.918303,CONTENT: TOOL disable_gpio 4 REASONING:
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,,"{""pin"": 17}",null,False,False,False,False,Unknown tool or invalid arguments object,7.34034,"CONTENT: TOOL set_gpio — Set one BCM GPIO pin HIGH/on or LOW/off. Arguments: pin: {""type"": ""integer"", ""range"": ""0..27""}; state: {""type"": ""boolean""}. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,,"{""pin"": 5}",null,False,False,False,False,Unknown tool or invalid arguments object,7.439114,"CONTENT: TOOL check_gpio — Check whether one BCM GPIO pin HIGH/on or LOW/off. Arguments: pin: {""type"": ""integer"", ""range"": ""0..27""}; state: {""type"": ""boolean""}. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,,"{""pin"": 22}",null,False,False,False,False,Missing TOOL line,2.566856,"CONTENT: The state of BCM22 is ""off"". REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GR_04,gpio_read,Read pin 10.,read_gpio,,"{""pin"": 10}",null,False,False,False,False,Unknown tool or invalid arguments object,6.935965,"CONTENT: TOOL read_gpio — Read HIGH/LOW state of one BCM GPIO pin. Arguments: pin: {""type"": ""integer"", ""range"": ""0..27""}; state: {""type"": ""boolean""}. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,,"{""pin"": 27}",null,False,False,False,False,Missing TOOL line,2.233347,"CONTENT: No, GPIO 27 is not high. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,,"{""pin"": 4}",null,False,False,False,False,Missing TOOL line,7.230511,"CONTENT: To check GPIO 4, you can use the following command:  ``` sudo raspi-config sudo raspi-get-device 4 ```  This command will display the device name and description of GPIO 4. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_01,system,Check system status.,get_system_status,get_system_status,{},{},True,True,True,True,,12.307186,"To check system status, you can use the following tools:  - `sudo systemctl status ssh`: Check if SSH is running. - `sudo systemctl status nginx`: Check if NGINX is running. - `sudo systemctl status bluetooth`: Check if Bluetooth is running.  For a no-argument tool output only:  TOOL get_system_status AVAILABLE_TOOLS: TOOL"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,Missing TOOL line,4.104855,"CONTENT: The CPU temperature is not supported by the Raspberry Pi tool router. The tool only supports GPIO, UART, and USB devices. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_03,network,Show network status.,get_network_status,,{},null,False,False,False,False,Missing TOOL line,12.408421,"CONTENT: To show network status, you can use the `get_network_status` tool. Here's an example of how you can use it:  ```python from raspi.config import get_config  config = get_config()  # Get network status network_status = config.get_network_status()  # Print network status print(network_status) ```  This will print the current network status, REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,Missing TOOL line,9.407731,"CONTENT: To show disk usage, you can use the `sudo` command to run the `df` command. Here's an example:  ```bash sudo df -h ```  This command will display the disk usage for each partition on your Raspberry Pi. You can also use the `df -l` command to list all available partitions. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,Unknown tool or invalid arguments object,8.049088,"CONTENT: TOOL scan_i2c_bus — Scan an entire I2C bus for devices. Arguments: bus: {""type"": ""integer"", ""enum"": [0, 1]}; address: {""type"": ""string"", ""format"": ""0xNN""}. REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_06,spi,Show SPI status.,get_spi_status,get_spi_status,{},{},True,True,True,True,,1.818106,TOOL get_spi_status
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,Missing TOOL line,3.485928,"CONTENT: To list USB devices, you can use the following command:  ``` sudo lsusb ``` REASONING:"
SmolLM2-360M-Instruct-Q4_K_M.gguf,natural,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,Unknown tool or invalid arguments object,5.491423,"CONTENT: TOOL restart_service — Restart one allowlisted service. Arguments: service: {""type"": ""string"", ""enum"": [""ssh"", ""nginx"", ""bluetooth""]}. REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,,"{""pin"": 17, ""state"": true}",null,False,False,False,False,No complete JSON route,20.812563,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,set_gpio,"{""pin"": 5, ""state"": false}","{""pin"": 5, ""state"": false}",True,True,True,True,,3.773628,"```json {""tool"": ""set_gpio"", ""arguments"": {   ""pin"": 5,   ""state"": false } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,set_gpio,"{""pin"": 22, ""state"": true}","{""pin"": 17, ""state"": true}",True,False,False,True,,4.449544,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 17,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,,"{""pin"": 10, ""state"": false}",null,False,False,False,False,No complete JSON route,0.42323,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,set_gpio,"{""pin"": 27, ""state"": true}","{""pin"": 27, ""state"": true}",True,True,True,True,,3.87675,"```json {""tool"": ""set_gpio"", ""arguments"": {   ""pin"": 27,   ""state"": true } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,No complete JSON route,0.372237,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,set_gpio,"{""pin"": 17}","{""pin"": 17, ""state"": true}",False,False,False,True,,4.422455,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 17,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,set_gpio,"{""pin"": 5}","{""pin"": 5, ""state"": true}",False,False,False,True,,4.324434,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 5,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,set_gpio,"{""pin"": 22}","{""pin"": 17, ""state"": true}",False,False,False,True,,2.704623,"```json {""tool"":""set_gpio"",""arguments"":{""pin"":17,""state"":true}} ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GR_04,gpio_read,Read pin 10.,read_gpio,set_gpio,"{""pin"": 10}","{""pin"": 10, ""state"": true}",False,False,False,True,,4.417906,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 10,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,,"{""pin"": 27}",null,False,False,False,False,No complete JSON route,0.422148,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,json,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,set_gpio,"{""pin"": 4}","{""pin"": 4, ""state"": true}",False,False,False,True,,4.298025,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 4,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_01,system,Check system status.,get_system_status,,{},null,False,False,False,False,No complete JSON route,0.326891,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_02,temperature,What is the CPU temperature?,get_temperature,set_gpio,{},"{""pin"": 17, ""state"": true}",False,False,False,True,,3.456599,"```json {""tool"": ""set_gpio"", ""arguments"": {   ""pin"": 17, ""state"": true }} ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_03,network,Show network status.,get_network_status,set_gpio,{},"{""pin"": 17, ""state"": true}",False,False,False,True,,4.377914,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 17,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_04,disk,Show disk usage.,get_disk_usage,set_gpio,{},"{""pin"": 17, ""state"": true}",False,False,False,True,,3.770082,"```json {""tool"": ""set_gpio"", ""arguments"": {   ""pin"": 17,   ""state"": true } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,set_gpio,"{""bus"": 1}","{""pin"": 17, ""state"": true}",False,False,False,True,,4.483851,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 17,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_06,spi,Show SPI status.,get_spi_status,set_gpio,{},"{""pin"": 17, ""state"": true}",False,False,False,True,,3.410845,"```json {""tool"": ""set_gpio"", ""arguments"": {   ""pin"": 17, ""state"": true }} ```"
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,No complete JSON route,0.351638,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,json,P20_O_08,service,Restart ssh service.,restart_service,set_gpio,"{""service"": ""ssh""}","{""pin"": 17, ""state"": true}",False,False,False,True,,4.371259,"```json {   ""tool"": ""set_gpio"",   ""arguments"": {     ""pin"": 17,     ""state"": true   } } ```"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,,"{""pin"": 17, ""state"": true}",null,False,False,False,False,Bad set_gpio args,22.685716,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/on or LOW/off.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,,"{""pin"": 5, ""state"": false}",null,False,False,False,False,Bad set_gpio args,9.159381,"CONTENT: tool: set_gpio arguments:   pin: 5   state: false AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH/ REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,,"{""pin"": 22, ""state"": true}",null,False,False,False,False,Bad set_gpio args,9.135822,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,,"{""pin"": 10, ""state"": false}",null,False,False,False,False,Bad set_gpio args,9.139314,"CONTENT: tool: set_gpio arguments:   pin: 10   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,,"{""pin"": 27, ""state"": true}",null,False,False,False,False,Bad set_gpio args,9.129461,"CONTENT: tool: set_gpio arguments:   pin: 27   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,Bad set_gpio args,9.07116,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,,"{""pin"": 17}",null,False,False,False,False,Bad set_gpio args,9.098645,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GR_02,gpio_read,Check GPIO 5 status.,read_gpio,,"{""pin"": 5}",null,False,False,False,False,Bad set_gpio args,9.103772,"CONTENT: tool: set_gpio arguments:   pin: 5   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH/ REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GR_03,gpio_read,What is the state of BCM22?,read_gpio,,"{""pin"": 22}",null,False,False,False,False,Bad set_gpio args,9.225896,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/on or LOW/off.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GR_04,gpio_read,Read pin 10.,read_gpio,,"{""pin"": 10}",null,False,False,False,False,Bad set_gpio args,9.104018,"CONTENT: tool: set_gpio arguments:   pin: 10   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GR_05,gpio_read,Is GPIO 27 high?,read_gpio,,"{""pin"": 27}",null,False,False,False,False,Bad set_gpio args,9.144221,"CONTENT: tool: set_gpio arguments:   pin: 27   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_GR_06,gpio_read,Check GPIO 4.,read_gpio,,"{""pin"": 4}",null,False,False,False,False,Bad set_gpio args,9.072313,"CONTENT: tool: set_gpio arguments:   pin: 4   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH/ REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_01,system,Check system status.,get_system_status,,{},null,False,False,False,False,Bad set_gpio args,9.037296,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_02,temperature,What is the CPU temperature?,get_temperature,,{},null,False,False,False,False,Bad set_gpio args,9.121674,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_03,network,Show network status.,get_network_status,,{},null,False,False,False,False,Bad set_gpio args,9.053499,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_04,disk,Show disk usage.,get_disk_usage,,{},null,False,False,False,False,Bad set_gpio args,9.041293,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_05,i2c,Scan I2C bus 1.,scan_i2c_bus,,"{""bus"": 1}",null,False,False,False,False,Bad set_gpio args,9.170167,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_06,spi,Show SPI status.,get_spi_status,,{},null,False,False,False,False,Bad set_gpio args,9.064735,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_07,usb,List USB devices.,list_usb_devices,,{},null,False,False,False,False,Bad set_gpio args,9.067276,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,yaml,P20_O_08,service,Restart ssh service.,restart_service,,"{""service"": ""ssh""}",null,False,False,False,False,Bad set_gpio args,9.054754,"CONTENT: tool: set_gpio arguments:   pin: 17   state: true AVAILABLE_TOOLS: - tool: set_gpio   description: Set one BCM GPIO pin HIGH/ON or LOW/OFF.   arguments:     pin: {""type"": ""integer"", ""range"": ""0..27""}     state: {""type"": ""boolean""} - tool: read_gpio   description: Read HIGH REASONING:"
gemma-3-270m-it-Q4_K_M.gguf,xml,P20_GS_01,gpio_set,Turn GPIO 17 on.,set_gpio,,"{""pin"": 17, ""state"": true}",null,False,False,False,False,No complete XML route,15.872764,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,xml,P20_GS_02,gpio_set,Set GPIO 5 to false.,set_gpio,,"{""pin"": 5, ""state"": false}",null,False,False,False,False,No complete XML route,0.422259,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,xml,P20_GS_03,gpio_set,Drive BCM22 high.,set_gpio,,"{""pin"": 22, ""state"": true}",null,False,False,False,False,No complete XML route,0.432188,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,xml,P20_GS_04,gpio_set,Turn GPIO 10 off.,set_gpio,,"{""pin"": 10, ""state"": false}",null,False,False,False,False,No complete XML route,0.426011,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,xml,P20_GS_05,gpio_set,Set pin 27 high.,set_gpio,,"{""pin"": 27, ""state"": true}",null,False,False,False,False,No complete XML route,0.422549,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,xml,P20_GS_06,gpio_set,Disable GPIO 4.,set_gpio,,"{""pin"": 4, ""state"": false}",null,False,False,False,False,No complete XML route,0.366461,CONTENT:  REASONING:
gemma-3-270m-it-Q4_K_M.gguf,xml,P20_GR_01,gpio_read,Read GPIO 17.,read_gpio,,"{""pin"": 17}",null,False,False,False,False,No complete XML route,0.398596,CONTENT:  REASONING:
